Subject Number,Country,Site,Date,Time,Civilian,Date of Birth,Age (Years),Birth State,Occupation,Education,Number of Children,Fitness,Car Make,Car Year,Car Model,Gender,Race,Reported Height (cm),Reported Height (in),Reported Weight (kg),Reported Weight (lbs),Subgroup Number,Marital Status,Family Income IT,Shoe Size IT,Jacket Size IT,Pants Size Waist IT,Pants Size Waist,Pants Size Inseam IT,Pants Size Inseam,Blouse Size,Pants Size Woman IT,Bra Size
4298,Italy,Genoa1 IT,07/06/2001,14:58:55,Yes,26/10/1978,22.6,Liguria,Other Specialty Occupation,Technical Training,0,More than 10,No Response,,No Response,Female,Italy/Italian,157.00,61.81,60.00,132.28,0,Single,No Response,35 or Smaller,,,,,,Med,44,36a
4299,Italy,Genoa1 IT,07/06/2001,15:13:52,Yes,03/08/1980,20.8,Liguria,Other Specialty Occupation,Technical Training,0,6-10,No Response,,No Response,Male,Italy/Italian,176.00,69.29,78.00,171.96,0,Single,No Response,43.5,50,90,35.4,73.5,28.9,,,
4300,Italy,Genoa1 IT,07/06/2001,15:26:59,Yes,25/08/1981,19.8,Liguria,Other Specialty Occupation,Technical Training,0,6-10,No Response,,No Response,Female,Italy/Italian,172.00,67.72,75.00,165.35,0,Single,Don't Know,39.0,,,,,,Lg,48,34c
4301,Italy,Genoa1 IT,07/06/2001,16:00:04,Yes,31/08/1982,18.8,Liguria,Other Specialty Occupation,Technical Training,0,6-10,No Response,,No Response,Female,Italy/Italian,160.00,62.99,54.00,119.05,0,Single,Don't Know,38.0,,,,,,Med,44,34b
4302,Italy,Genoa1 IT,07/06/2001,16:28:03,Yes,25/07/1981,19.9,Liguria,Other Specialty Occupation,Technical Training,0,4-6,No Response,,No Response,Female,Italy/Italian,158.00,62.20,50.00,110.23,0,Single,Don't Know,35 or Smaller,,,,,,Sm,42,34a
4303,Italy,Genoa1 IT,08/06/2001,09:10:33,Yes,28/02/1941,60.3,Piemonta,Unemployed,Some College,2,More than 10,Ford,1996,Economy,Male,Italy/Italian,176.00,69.29,81.00,178.57,0,Married,No Response,43.5,56,110,43.3,73.5,28.9,,,
4304,Italy,Genoa1 IT,08/06/2001,10:25:37,Yes,15/01/1946,55.4,Liguria,Unemployed,High School,1,0-1,No Response,,No Response,Male,Italy/Italian,177.00,69.69,76.00,167.55,0,Married,Less than 10MLira,40.0,48,95,37.4,73.5,28.9,,,
4305,Italy,Genoa1 IT,08/06/2001,10:47:03,Yes,07/10/1946,54.7,Liguria,Unemployed,High School,1,0-1,Fiat,1968,Economy,Female,Italy/Italian,160.00,62.99,97.00,213.85,0,Married,Less than 10MLira,38.5,,,,,,XXL,56,42c
4306,Italy,Genoa1 IT,08/06/2001,13:19:16,Yes,04/02/1976,25.3,Liguria,Administrative Support,High School,0,4-6,Other,2000,Economy,Female,Italy/Italian,170.00,66.93,56.00,123.46,0,Single,No Response,39.5,,,,,,Med,42,34a
4307,Italy,Genoa1 IT,08/06/2001,14:13:57,Yes,26/05/1981,20.0,Liguria,Student,Some College,0,More than 10,Other,1999,Scooter,Male,Italy/Italian,178.00,70.08,69.00,152.12,0,Single,Don't Know,42.0,46 or Smaller,80,31.5,76,29.9,,,
4308,Italy,Genoa1 IT,08/06/2001,14:21:00,Yes,26/04/1981,20.1,Liguria,Student,Some College,0,2-3,No Response,,No Response,Female,Italy/Italian,170.00,66.93,55.00,121.25,0,Single,Less than 10MLira,38.5,,,,,,Sm,40,32b
4309,Italy,Genoa1 IT,08/06/2001,17:06:09,Yes,02/12/1978,22.5,Liguria,Student,Middle School,0,0-1,No Response,,No Response,Female,Italy/Italian,165.00,64.96,64.00,141.10,0,Single,Don't Know,39.0,,,,,,Med,46,34c
4310,Italy,Genoa1 IT,11/06/2001,11:47:55,Yes,04/05/1980,21.1,Liguria,Student,Some College,0,4-6,No Response,,No Response,Female,Italy/Italian,172.00,67.72,63.00,138.89,0,Single,No Response,39.5,,,,,,Med,42,36a
4311,Italy,Genoa1 IT,11/06/2001,12:00:21,Yes,09/12/1973,27.5,Liguria,Student,Some College,0,2-3,Volkswagen,1995,Intermediate,Male,Italy/Italian,180.00,70.87,80.00,176.37,0,Single,No Response,43.0,50,95,37.4,78.5,30.9,,,
4312,Italy,Genoa1 IT,11/06/2001,12:07:47,Yes,06/09/1975,25.8,Liguria,Student,Some College,0,4-6,Other,2001,Scooter,Male,Italy/Italian,178.00,70.08,74.00,163.14,0,Single,No Response,41.0,48,85,33.5,76,29.9,,,
4313,Italy,Genoa1 IT,11/06/2001,14:35:48,Yes,16/06/1980,21.0,Liguria,Student,Some College,0,More than 10,No Response,,No Response,Female,Italy/Italian,158.00,62.20,47.00,103.62,0,Single,No Response,38.5,,,,,,"X-Small,38",6,
4314,Italy,Genoa1 IT,11/06/2001,14:45:07,Yes,17/02/1977,24.3,Lombardia,Computer Programmer/Software Engineer,High School,0,2-3,Fiat,1996,Sports Car,Male,Italy/Italian,170.00,66.93,80.00,176.37,0,Single,No Response,42.5,52,100,39.4,73.5,28.9,,,
4315,Italy,Genoa1 IT,11/06/2001,15:34:17,Yes,24/01/1980,21.4,Liguria,Student,Some College,0,4-6,Lancia,1995,Economy,Female,Italy/Italian,164.00,64.57,53.00,116.84,0,Single,No Response,38.0,,,,,,Sm,42,32b
4316,Italy,Genoa1 IT,11/06/2001,15:53:01,Yes,21/09/1980,20.7,Liguria,Student,Some College,No Response,More than 10,No Response,,No Response,Male,Italy/Italian,176.00,69.29,56.00,123.46,0,Single,No Response,42.5,48,75 or Smaller,29.5,73.5,28.9,,,
4317,Italy,Genoa1 IT,11/06/2001,16:11:01,Yes,18/09/1976,24.7,Val D'Aosta,Student,Some College,0,6-10,Other,1979,Scooter,Male,Italy/Italian,187.00,73.62,79.00,174.17,0,Single,Don't Know,44 or Larger,48,Don't Know,Don't Know,76,29.9,,,
4318,Italy,Genoa1 IT,11/06/2001,17:00:53,Yes,18/01/1977,24.4,Liguria,Student,Some College,0,More than 10,Lancia,1997,Economy,Male,Italy/Italian,175.00,68.90,66.20,145.95,0,Single,Don't Know,42.0,46 or Smaller,85,33.5,76,29.9,,,
4319,Italy,Genoa1 IT,11/06/2001,18:25:17,Yes,14/01/1972,29.4,Liguria,Administrative Support,Some College,0,6-10,Lancia,1987,Economy,Male,Italy/Italian,173.00,68.11,85.00,187.39,0,Single,20MLira-29.9MLira,43.0,52,95,37.4,73.5,28.9,,,
4320,Italy,Genoa1 IT,12/06/2001,09:12:24,Yes,28/07/1978,22.9,Liguria,Student,High School,0,2-3,Fiat,1990,Economy,Male,Italy/Italian,180.00,70.87,78.00,171.96,0,Single,Don't Know,44 or Larger,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,
4321,Italy,Genoa1 IT,12/06/2001,09:22:43,Yes,22/01/1978,23.4,Liguria,Student,High School,0,6-10,Fiat,2000,Compact,Male,Italy/Italian,182.00,71.65,71.00,156.53,0,Single,Don't Know,42.0,48,90,35.4,83.5,32.9,,,
4322,Italy,Genoa1 IT,12/06/2001,10:08:53,Yes,11/05/1982,19.1,Liguria,Student,Middle School,0,2-3,No Response,1981,Don't Know,Male,Italy/Italian,185.00,72.83,78.00,171.96,0,Single,Don't Know,44 or Larger,48,80,31.5,83.5,32.9,,,
4323,Italy,Genoa1 IT,12/06/2001,10:17:08,Yes,06/02/1983,18.3,Liguria,Student,Middle School,0,No Response,No Response,,No Response,Female,Italy/Italian,170.00,66.93,62.00,136.69,0,Single,No Response,39.5,,,,,,Med,46,34c
4324,Italy,Genoa1 IT,12/06/2001,10:22:22,Yes,28/11/1983,17.5,Liguria,Student,Middle School,0,0-1,No Response,,No Response,Male,Italy/Italian,181.00,71.26,69.00,152.12,0,Single,No Response,39.0,46 or Smaller,75 or Smaller,29.5,83.5,32.9,,,
4325,Italy,Genoa1 IT,12/06/2001,10:41:14,Yes,22/07/1981,19.9,Liguria,Student,High School,0,No Response,No Response,,No Response,Female,Italy/Italian,167.00,65.75,53.00,116.84,0,Single,Don't Know,38.0,,,,,,Sm,40,32a
4326,Italy,Genoa1 IT,12/06/2001,14:19:43,Yes,14/02/1982,19.3,Liguria,Student,Middle School,0,6-10,No Response,,No Response,Female,Italy/Italian,168.00,66.14,53.00,116.84,0,Single,No Response,37.5,,,,,,Med,42,34d
4327,Italy,Genoa1 IT,12/06/2001,14:45:17,Yes,05/01/1981,20.4,Val D'Aosta,Student,High School,0,2-3,Volkswagen,1964,Van,Female,Italy/Italian,162.00,63.78,46.00,101.41,0,Single,No Response,36.0,,,,,,Sm,40,34b
4328,Italy,Genoa1 IT,12/06/2001,15:06:19,Yes,14/02/1980,21.3,Liguria,Student,Some College,0,2-3,No Response,,No Response,Male,Italy/Italian,173.00,68.11,65.00,143.30,0,Single,Don't Know,40.0,48,85,33.5,73.5,28.9,,,
4329,Italy,Genoa1 IT,12/06/2001,16:15:53,Yes,03/06/1981,20.0,Not Born in Italy,Student,Middle School,0,0-1,Honda,1999,SUV,Male,Italy/Other,177.00,69.69,90.00,198.42,0,Single,Less than 10MLira,43.5,54,110,43.3,73.5,28.9,,,
4330,Italy,Genoa1 IT,12/06/2001,16:31:41,Yes,22/04/1981,20.1,Liguria,Student,Some College,0,More than 10,Volkswagen,2000,Compact,Male,Italy/Italian,193.00,75.98,90.00,198.42,0,Single,Don't Know,44 or Larger,52,95,37.4,86,33.9,,,
4331,Italy,Genoa1 IT,12/06/2001,16:46:17,Yes,21/03/1979,22.2,Liguria,Student,Some College,0,More than 10,No Response,,No Response,Male,Italy/Italian,185.00,72.83,74.00,163.14,0,Single,Don't Know,44 or Larger,48,85,33.5,78.5,30.9,,,
4332,Italy,Genoa1 IT,13/06/2001,09:13:27,Yes,18/08/1982,18.8,Liguria,Student,Middle School,0,6-10,No Response,,No Response,Male,Italy/Italian,175.00,68.90,72.00,158.73,0,Single,Don't Know,42.5,48,80,31.5,76,29.9,,,
4333,Italy,Genoa1 IT,13/06/2001,10:35:20,Yes,18/11/1982,18.6,Liguria,Student,Middle School,0,More than 10,No Response,,No Response,Male,Italy/Italian,188.00,74.02,85.00,187.39,0,Single,Don't Know,44 or Larger,50,85,33.5,81,31.9,,,
4334,Italy,Genoa1 IT,13/06/2001,11:30:28,Yes,25/08/1982,18.8,Liguria,Student,High School,0,4-6,No Response,,No Response,Male,Italy/Italian,184.00,72.44,76.00,167.55,0,Single,Less than 10MLira,44 or Larger,50,90,35.4,83.5,32.9,,,
4335,Italy,Genoa1 IT,13/06/2001,12:13:31,Yes,13/08/1973,27.8,Toscana,Student,Some College,0,2-3,Ford,1996,Compact,Female,Italy/Italian,180.00,70.87,64.00,141.10,0,Single,Don't Know,41.0,,,,,,Med,44,34b
4336,Italy,Genoa1 IT,13/06/2001,14:04:30,Yes,11/08/1981,19.8,Liguria,Student,Some College,0,6-10,Other,1996,Scooter,Male,Italy/Italian,176.00,69.29,76.00,167.55,0,Single,Less than 10MLira,43.0,50,90,35.4,78.5,30.9,,,
4337,Italy,Genoa1 IT,13/06/2001,14:50:06,Yes,19/07/1982,18.9,Not Born in Italy,Student,Middle School,0,6-10,No Response,,No Response,Male,Italy/Italian,172.00,67.72,64.00,141.10,0,Single,Don't Know,42.5,48,80,31.5,73.5,28.9,,,
4338,Italy,Genoa1 IT,13/06/2001,15:59:20,Yes,06/04/1982,19.2,Liguria,Student,Middle School,0,6-10,No Response,,No Response,Male,Italy/Italian,170.00,66.93,56.00,123.46,0,Single,Less than 10MLira,41.0,46 or Smaller,80,31.5,71,28.0,,,
4339,Italy,Genoa1 IT,13/06/2001,16:28:24,Yes,03/05/1953,48.1,Liguria,Classroom Teacher,Masters,0,4-6,Fiat,1989,Economy,Female,Italy/Italian,162.00,63.78,52.00,114.64,0,Married,20MLira-29.9MLira,38.0,,,,,,Med,40,32b
4340,Italy,Genoa1 IT,13/06/2001,16:41:33,Yes,05/12/1980,20.5,Liguria,Student,Some College,0,4-6,No Response,,No Response,Female,Italy/Italian,166.00,65.35,60.00,132.28,0,Single,Less than 10MLira,38.0,,,,,,Med,42,36c
4341,Italy,Genoa1 IT,13/06/2001,16:45:09,Yes,23/06/1981,20.0,Liguria,Student,Some College,0,4-6,No Response,,No Response,Female,Italy/Italian,166.00,65.35,63.00,138.89,0,Single,No Response,38.0,,,,,,Med,44,34a
4342,Italy,Genoa1 IT,14/06/2001,08:47:38,Yes,01/04/1983,18.2,Lombardia,Student,Middle School,0,More than 10,No Response,,No Response,Male,Italy/Italian,186.00,73.23,63.00,138.89,0,Single,Don't Know,44 or Larger,46 or Smaller,80,31.5,86,33.9,,,
4343,Italy,Genoa1 IT,14/06/2001,10:54:33,Yes,07/06/1983,18.0,Liguria,Student,Middle School,0,2-3,No Response,,No Response,Female,Italy/Italian,172.00,67.72,61.40,135.36,0,Single,Don't Know,38.0,,,,,,Med,44,34d
4344,Italy,Genoa1 IT,14/06/2001,10:57:04,Yes,28/11/1982,18.5,Liguria,Student,Some College,0,2-3,No Response,,No Response,Male,Italy/Italian,183.00,72.05,69.00,152.12,0,Single,Don't Know,41.0,48,85,33.5,81,31.9,,,
4345,Italy,Genoa1 IT,14/06/2001,12:01:31,Yes,11/08/1982,18.8,Liguria,Student,Middle School,0,0-1,Suzuki,2001,Scooter,Male,Italy/Italian,180.00,70.87,60.00,132.28,0,Single,Don't Know,42.0,46 or Smaller,85,33.5,78.5,30.9,,,
4346,Italy,Genoa1 IT,14/06/2001,12:14:20,Yes,22/07/1982,18.9,Liguria,Student,Middle School,0,More than 10,No Response,,No Response,Male,Italy/Italian,186.00,73.23,65.00,143.30,0,Single,No Response,43.0,48,80,31.5,78.5,30.9,,,
4347,Italy,Genoa1 IT,14/06/2001,12:40:51,Yes,21/12/1981,19.5,Liguria,Student,Some College,0,6-10,Fiat,1970,Other,Male,Italy/Italian,177.00,69.69,62.00,136.69,0,Single,No Response,42.5,48,75 or Smaller,29.5,78.5,30.9,,,
4348,Italy,Genoa1 IT,14/06/2001,14:27:24,Yes,02/12/1981,19.5,Liguria,Student,Some College,0,2-3,Other,1997,Scooter,Female,Italy/Italian,165.00,64.96,50.00,110.23,0,Single,Less than 10MLira,39.0,,,,,,Sm,42,34a
4349,Italy,Genoa1 IT,14/06/2001,14:43:33,Yes,22/08/1981,19.8,Liguria,Student,Middle School,0,More than 10,No Response,,No Response,Male,Italy/Italian,168.00,66.14,56.00,123.46,0,Single,No Response,42.0,46 or Smaller,75 or Smaller,29.5,68.5,27.0,,,
4350,Italy,Genoa1 IT,14/06/2001,15:11:23,Yes,27/10/1982,18.6,Liguria,Student,Middle School,0,More than 10,No Response,,No Response,Male,Italy/Italian,165.00,64.96,55.00,121.25,0,Single,No Response,41.5,46 or Smaller,75 or Smaller,29.5,68.5,27.0,,,
4351,Italy,Genoa1 IT,14/06/2001,15:15:50,Yes,20/05/1982,19.1,Liguria,Student,Middle School,0,4-6,No Response,,No Response,Female,Italy/Italian,167.00,65.75,50.00,110.23,0,Single,No Response,38.0,,,,,,Sm,38,32a
4352,Italy,Genoa1 IT,14/06/2001,16:20:07,Yes,25/01/1980,21.4,Sardegna,Student,High School,0,4-6,Other,2000,Scooter,Male,Italy/Italian,170.00,66.93,67.00,147.71,0,Single,Don't Know,41.0,48,80,31.5,68.5,27.0,,,
4353,Italy,Genoa1 IT,15/06/2001,09:09:30,Yes,26/05/1981,20.1,Liguria,Unemployed,Technical Training,0,More than 10,Fiat,1997,Economy,Male,Italy/Italian,175.00,68.90,65.00,143.30,0,Single,Don't Know,42.5,48,85,33.5,76,29.9,,,
4354,Italy,Genoa1 IT,15/06/2001,10:03:40,Yes,12/08/1982,18.8,Liguria,Student,Middle School,0,2-3,No Response,,No Response,Female,Italy/Italian,170.00,66.93,54.00,119.05,0,Single,Don't Know,38.5,,,,,,Med,42,34c
4355,Italy,Genoa1 IT,15/06/2001,10:15:52,Yes,24/06/1981,20.0,Liguria,Student,Some College,0,4-6,No Response,,No Response,Male,Italy/Italian,173.00,68.11,73.00,160.94,0,Single,Less than 10MLira,41.5,48,85,33.5,76,29.9,,,
4356,Italy,Genoa1 IT,15/06/2001,10:54:42,Yes,15/06/1981,20.0,Liguria,Student,Some College,0,2-3,Other,2000,Sports Car,Male,Italy/Italian,175.00,68.90,60.00,132.28,0,Single,Less than 10MLira,42.0,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,
4357,Italy,Genoa1 IT,15/06/2001,12:13:02,Yes,15/04/1977,24.2,Liguria,Student,Some College,0,More than 10,No Response,,No Response,Male,Italy/Italian,170.00,66.93,61.00,134.48,0,Single,Less than 10MLira,40.5,46 or Smaller,85,33.5,73.5,28.9,,,
4358,Italy,Genoa1 IT,15/06/2001,12:35:10,Yes,22/06/1981,20.0,Liguria,Student,Some College,0,4-6,Other,1998,Sports Car,Male,Italy/Italian,173.00,68.11,65.00,143.30,0,Single,No Response,41.0,48,75 or Smaller,29.5,76,29.9,,,
4359,Italy,Genoa1 IT,15/06/2001,12:46:46,Yes,18/03/1978,23.2,Piemonta,Student,Some College,0,4-6,Other,1995,Compact,Female,Italy/Italian,168.00,66.14,51.00,112.44,0,Single,No Response,38.0,,,,,,Sm,40,34c
4360,Italy,Genoa1 IT,15/06/2001,14:47:44,Yes,15/10/1982,18.7,Liguria,Student,Middle School,0,0-1,No Response,,No Response,Female,Italy/Italian,163.00,64.17,59.00,130.07,0,Single,Don't Know,38.0,,,,,,Med,46,34c
4361,Italy,Genoa1 IT,15/06/2001,15:12:08,Yes,26/03/1982,19.2,Liguria,Student,Middle School,0,0-1,Other,1996,Scooter,Male,Italy/Italian,172.00,67.72,62.00,136.69,0,Single,No Response,42.0,48,75 or Smaller,29.5,71,28.0,,,
4362,Italy,Genoa1 IT,15/06/2001,16:01:48,Yes,02/02/1979,22.4,Sicilia,Student,Some College,0,More than 10,No Response,,No Response,Male,Italy/Italian,173.00,68.11,60.00,132.28,0,Single,Don't Know,42.0,48,80,31.5,73.5,28.9,,,
4363,Italy,Genoa1 IT,15/06/2001,16:20:39,Yes,19/06/1978,23.0,Liguria,Student,Some College,0,4-6,Honda,1994,Scooter,Male,Italy/Italian,180.00,70.87,86.00,189.60,0,Single,Don't Know,44 or Larger,50,95,37.4,78.5,30.9,,,
4364,Italy,Genoa1 IT,15/06/2001,16:39:22,Yes,18/01/1980,21.4,Liguria,Student,Some College,0,4-6,No Response,,No Response,Female,Italy/Italian,165.00,64.96,50.00,110.23,0,Single,Don't Know,38.5,,,,,,Med,42,34a
4365,Italy,Genoa1 IT,15/06/2001,17:00:04,Yes,15/09/1977,23.7,Liguria,Administrative Support,High School,0,4-6,Other,1998,Scooter,Female,Italy/Italian,170.00,66.93,57.00,125.66,0,Single,10MLira-14.9MLira,38.5,,,,,,Med,44,34dd
4366,Italy,Genoa1 IT,18/06/2001,09:59:59,Yes,08/12/1981,19.5,Liguria,Student,Middle School,0,0-1,No Response,,No Response,Male,Italy/Italian,164.00,64.57,80.00,176.37,0,Single,Don't Know,40.5,46 or Smaller,95,37.4,71,28.0,,,
4367,Italy,Genoa1 IT,18/06/2001,10:12:46,Yes,09/02/1982,19.4,Liguria,Student,Middle School,0,0-1,Other,1995,Scooter,Male,Italy/Italian,170.00,66.93,65.00,143.30,0,Single,No Response,40.5,46 or Smaller,85,33.5,73.5,28.9,,,
4368,Italy,Genoa1 IT,18/06/2001,10:37:32,Yes,24/06/1957,44.0,Liguria,Administrative Support,Technical Training,1,0-1,Volkswagen,,Compact,Male,Italy/Italian,175.00,68.90,106.00,233.69,0,Married,10MLira-14.9MLira,43.5,58 or Larger,110,43.3,71,28.0,,,
4369,Italy,Genoa1 IT,18/06/2001,12:36:03,Yes,19/08/1979,21.8,Liguria,Computer Programmer/Software Engineer,Technical Training,0,More than 10,Other,1999,Scooter,Male,Italy/Italian,182.00,71.65,75.00,165.35,0,Single,30MLira-44.9MLira,44 or Larger,48,80,31.5,78.5,30.9,,,
4370,Italy,Genoa1 IT,19/06/2001,14:38:43,Yes,31/01/1980,21.4,Liguria,Student,Some College,0,0-1,No Response,,No Response,Female,Italy/Italian,157.00,61.81,57.80,127.43,0,Single,Don't Know,37.5,,,,,,Med,44,34b
4371,Italy,Genoa1 IT,19/06/2001,14:48:59,Yes,08/11/1980,20.6,Liguria,Student,Some College,0,6-10,No Response,,No Response,Female,Italy/Italian,170.00,66.93,54.00,119.05,0,Single,Don't Know,39.0,,,,,,Sm,42,32a
4372,Italy,Genoa1 IT,19/06/2001,14:51:54,Yes,03/07/1981,20.0,Liguria,Student,High School,0,6-10,No Response,,No Response,Male,Italy/Italian,175.00,68.90,69.00,152.12,0,Single,Don't Know,42.5,48,90,35.4,71,28.0,,,
4373,Italy,Genoa1 IT,19/06/2001,16:10:02,Yes,16/12/1982,18.5,Not Born in Italy,Student,Middle School,0,2-3,No Response,,No Response,Male,Italy/Other,167.00,65.75,63.00,138.89,0,No Response,No Response,42.0,50,85,33.5,71,28.0,,,
4374,Italy,Genoa1 IT,19/06/2001,16:48:08,Yes,22/12/1981,19.5,Liguria,Student,High School,0,2-3,No Response,,No Response,Female,Italy/Italian,168.00,66.14,50.00,110.23,0,Single,Don't Know,37.5,,,,,,Sm,42,32a
4375,Italy,Genoa1 IT,19/06/2001,17:08:45,Yes,21/11/1980,20.6,Liguria,Student,Some College,0,0-1,No Response,,No Response,Male,Italy/Italian,170.00,66.93,63.00,138.89,0,Single,Less than 10MLira,42.0,48,80,31.5,68.5,27.0,,,
4376,Italy,Genoa1 IT,20/06/2001,08:50:57,Yes,25/12/1975,25.5,Piemonta,Student,Some College,0,More than 10,No Response,,No Response,Female,Italy/Italian,153.00,60.24,53.00,116.84,0,Single,Don't Know,37.0,,,,,,Sm,44,32b
4377,Italy,Genoa1 IT,20/06/2001,10:39:07,Yes,07/10/1975,25.7,Piemonta,Student,Some College,0,More than 10,No Response,,No Response,Female,Italy/Italian,157.00,61.81,49.00,108.03,0,Single,Don't Know,36.0,,,,,,Sm,42,30 or Smaller
4378,Italy,Genoa1 IT,20/06/2001,11:34:07,Yes,24/07/1979,21.9,Lombardia,Student,High School,0,More than 10,No Response,,No Response,Male,Italy/Italian,175.00,68.90,63.00,138.89,0,Single,No Response,42.0,48,80,31.5,78.5,30.9,,,
4379,Italy,Genoa1 IT,20/06/2001,12:14:38,Yes,10/06/1980,21.0,Liguria,Student,Some College,0,4-6,No Response,,No Response,Male,Italy/Italian,187.00,73.62,70.00,154.32,0,Single,Less than 10MLira,42.5,50,90,35.4,83.5,32.9,,,
4380,Italy,Genoa1 IT,20/06/2001,11:44:34,Yes,07/09/1981,19.8,Liguria,Student,Some College,0,2-3,No Response,,No Response,Male,Italy/Italian,175.00,68.90,70.00,154.32,0,Single,No Response,42.5,50,85,33.5,73.5,28.9,,,
4381,Italy,Genoa1 IT,20/06/2001,12:00:58,Yes,06/04/1981,20.2,Liguria,Student,Some College,0,2-3,Fiat,1998,Economy,Male,Italy/Italian,175.00,68.90,56.00,123.46,0,Single,Less than 10MLira,41.5,48,80,31.5,73.5,28.9,,,
4382,Italy,Genoa1 IT,20/06/2001,15:10:03,Yes,11/09/1941,59.8,Liguria,Classroom Teacher,Masters,1,More than 10,Lancia,1997,Compact,Female,Italy/Italian,164.00,64.57,78.00,171.96,0,Married,No Response,38.0,,,,,,XL,50,38dd
4383,Italy,Genoa1 IT,21/06/2001,10:35:14,Yes,27/05/1974,27.1,Liguria,Student,Some College,0,More than 10,Fiat,1961,Economy,Male,Italy/Italian,173.00,68.11,71.00,156.53,0,Single,Don't Know,42.5,48,90,35.4,81,31.9,,,
4384,Italy,Genoa1 IT,25/06/2001,11:36:48,Yes,04/11/1967,33.6,Liguria,Other Specialty Occupation,Masters,2,2-3,Mitsubishi,2000,Station Wagon,Male,Italy/Italian,192.00,75.59,90.00,198.42,0,Married,20MLira-29.9MLira,44 or Larger,52,95,37.4,91,35.8,,,
4385,Italy,Genoa1 IT,25/06/2001,11:46:38,Yes,26/04/1973,28.2,Campania,Other Specialty Occupation,Masters,0,2-3,Other,1982,Scooter,Male,Italy/Italian,188.00,74.02,88.00,194.01,0,Single,80MLira-100MLira,44 or Larger,50,95,37.4,86,33.9,,,
4386,Italy,Genoa1 IT,25/06/2001,16:44:04,Yes,11/11/1958,42.6,Liguria,Other Specialty Occupation,Technical Training,2,More than 10,No Response,,No Response,Female,Italy/Italian,170.00,66.93,66.00,145.51,0,Married,45MLira-59.9MLira,40.0,,,,,,Med,46,36b
4387,Italy,Genoa1 IT,25/06/2001,16:50:55,Yes,06/09/1949,51.8,Liguria,Other Specialty Occupation,Middle School,2,6-10,Fiat,1984,Economy,Male,Italy/Italian,169.00,66.54,81.00,178.57,0,Married,30MLira-44.9MLira,42.0,52,95,37.4,68.5,27.0,,,
4388,Italy,Genoa1 IT,26/06/2001,13:47:32,Yes,01/09/1966,34.8,Not Born in Italy,Other Specialty Occupation,Masters,0,More than 10,No Response,,No Response,Female,Italy/Other,156.00,61.42,50.00,110.23,0,Single,No Response,37.0,,,,,,Med,42,34a
4389,Italy,Genoa1 IT,26/06/2001,13:51:51,Yes,25/07/1969,31.9,Liguria,Other Specialty Occupation,Masters,0,0-1,Ford,1999,Compact,Male,Italy/Italian,168.00,66.14,80.00,176.37,0,Single,30MLira-44.9MLira,40.5,48,85,33.5,68.5,27.0,,,
4390,Italy,Genoa1 IT,26/06/2001,16:01:54,Yes,04/10/1968,32.7,Liguria,Technician,High School,0,4-6,Other,1990,Economy,Male,Italy/Italian,184.00,72.44,88.00,194.01,0,Single,30MLira-44.9MLira,44 or Larger,54,100,39.4,81,31.9,,,
4391,Italy,Genoa1 IT,26/06/2001,16:15:12,Yes,20/11/1968,32.6,Liguria,Computer Programmer/Software Engineer,Masters,0,4-6,Honda,1986,Other,Female,Italy/Italian,160.00,62.99,54.00,119.05,0,Single,30MLira-44.9MLira,37.5,,,,,,Med,42,34c
4392,Italy,Genoa1 IT,27/06/2001,15:17:20,Yes,17/09/1977,23.8,Emilia Romagna,Other Specialty Occupation,Masters,0,More than 10,No Response,,No Response,Female,Italy/Italian,162.00,63.78,52.00,114.64,0,Single,Don't Know,38.0,,,,,,Sm,42,34b
4393,Italy,Genoa1 IT,29/06/2001,09:43:40,Yes,04/12/1973,27.6,Lazio,Other Specialty Occupation,High School,0,More than 10,No Response,,No Response,Female,Italy/Italian,165.00,64.96,56.00,123.46,0,Single,Don't Know,37.0,,,,,,Sm,42,34b
4394,Italy,Genoa1 IT,29/06/2001,10:23:24,Yes,31/01/1968,33.4,Liguria,Other Specialty Occupation,Masters,0,More than 10,Fiat,1995,Economy,Female,Italy/Italian,160.00,62.99,49.00,108.03,0,Single,Don't Know,36.0,,,,,,Sm,40,32a
4395,Italy,Genoa2 IT,18/09/2001,11:34:36,Yes,23/03/1958,43.5,Liguria,Administrative Support,High School,1,2-3,Volkswagen,2000,Full Size 4-Dr,Female,Italy/Italian,163.00,64.17,50.00,110.23,0,Married,30MLira-44.9MLira,35.5,,,,,,Sm,40,32a
4396,Italy,Genoa2 IT,18/09/2001,14:42:03,Yes,21/05/1952,49.3,Liguria,Administrative Support,Middle School,2,More than 10,Other,1994,Station Wagon,Male,Italy/Italian,163.00,64.17,78.00,171.96,0,Single,60MLira-79.9MLira,40.0,52,100,39.4,66 or Smaller,26 or Smaller,,,
4397,Italy,Genoa2 IT,19/09/2001,09:59:23,Yes,17/12/1949,51.8,Liguria,Homemaker,Middle School,2,6-10,Fiat,1995,Economy,Female,Italy/Italian,156.00,61.42,59.00,130.07,0,Married,Don't Know,37.0,,,,,,Med,46,36c
